0;Title;Acronym;GGS Class;GGS Rating;Qualified Classes;Collected Classes;All Qualified Classes;MA-Max. Field Rating;MA-Best Rank Field Rating;MA-Best Class Field Rating;MA-All Field Ratings;MA-All Ranks Field Rating;MA-All Classes Field Rating;MA-Max. Avg. Citations;MA-Best Rank Avg. Citations;MA-Best Class Avg. Citations;MA-All Avg. Citations;MA-All Ranks Avg. Citations;MA-All Classes Avg. Citations;MA-Max. Num. of Papers;MA-Max. Citations;MA-All Num. of Papers;MA-All Citations;LiveSHINE-Max. H-Index;LiveSHINE-Best Rank H-Index;LiveSHINE-Best Class H-Index;LiveSHINE-All H-Indexes;LiveSHINE-All Ranks H-Index;LiveSHINE-All Classes H-Index;LiveSHINE-Max. Avg. Citations;LiveSHINE-Best Rank Avg. Citations;LiveSHINE-Best Class Avg. Citations;LiveSHINE-All Avg. Citations;LiveSHINE-All Ranks Avg. Citations;LiveSHINE-All Classes Avg. Citations;LiveSHINE-Max. Num. of Papers;LiveSHINE-Max. Citations;LiveSHINE-All Num. of Papers;LiveSHINE-All Citations;CORE-Best Class;CORE-All Classes;Num. of Input Records;;;;;;
1188;INTERNATIONAL CONFERENCE ON ENTERPRISE INTEGRATION AND MODELLING TECHNOLOGY;ICEIMT;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1189;INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS;ICEIS;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B, MA:C;B, C, C;CORE:[C], LiveSHINE:[B|D], MA:[C|D];34;746;C;34;746;C;2,28;1862;D;2,28;1862;D;5835;13284;5835;13284;25;536;B;25;536;B;1,72;998;D;1,72;998;D;3241;5561;3241;5561;C;C;3;;;;;;
1190;INTERNATIONAL CONFERENCE ON ELECTRICAL MACHINES;ICEM;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];29;870;C;29;870;C;4,33;1489;D;4,33;1489;D;2676;11578;2676;11578;;;;;;;;;;;;;;;;;;;1;;;;;;
1191;INTERNATIONAL CONFERENCE ON ELECTRICAL MACHINES AND SYSTEMS;ICEMS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];32;776;C;32;776;C;2,5;1819;D;2,5;1819;D;6991;17503;6991;17503;;;;;;;;;;;;;;;;;;;1;;;;;;
1192;INTERNATIONAL CONFERENCE ON ELECTRONIC PACKAGING TECHNOLOGY;ICEPT;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];18;1569;C;18;1569;C;1,41;1973;D;1,41;1973;D;3729;5248;3729;5248;;;;;;;;;;;;;;;;;;;1;;;;;;
1193;INTERNATIONAL COMPUTING EDUCATION RESEARCH WORKSHOP;ICER;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C, MA:C;B, C, C;CORE:[B], LiveSHINE:[C|C], MA:[C|B];33;759;C;33;759;C;14,73;563;B;14,73;563;B;355;5228;355;5228;19;725;C;19;725;C;9,08;511;C;9,08;511;C;166;1507;166;1507;B;B;3;;;;;;
1194;INTERNATIONAL CONFERENCE ON COMPUTATIONAL ENGINEERING SCIENCE;ICES;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1195;INTERNATIONAL CONFERENCE ON EMBEDDED SOFTWARE AND SYSTEMS;ICESS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];22;1238;C;22;1238;C;4,16;1517;D;4,16;1517;D;651;2711;651;2711;;;;;;;;;;;;;;;;;;;1;;;;;;
1196;INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES;ICET;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];21;1323;C;21;1323;C;2,85;1774;D;2,85;1774;D;1230;3508;1230;3508;;;;;;;;;;;;;;;;;;;1;;;;;;
1197;INTERNATIONAL CONFERENCE ON EDUCATION TECHNOLOGY AND COMPUTER;ICETC;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;17;800;C;17;800;C;4,22;859;D;4,22;859;D;287;1211;287;1211;;;1;;;;;;
1198;INTERNATIONAL JOINT CONFERENCE ON E-BUSINESS AND TELECOMMUNICATIONS;ICETE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1199;INTERNATIONAL CONFERENCE ON EMERGING TRENDS IN ENGINEERING AND TECHNOLOGY;ICETET;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];24;1127;C;24;1127;C;3,69;1601;D;3,69;1601;D;1115;4110;1115;4110;;;;;;;;;;;;;;;;;;;1;;;;;;
1200;INTERNATIONAL CONFERENCE ON FORMAL CONCEPT ANALYSIS;ICFCA;3;B-;CORE:C, LiveSHINE:B, MA:B-;B, B-, C;CORE:[C], LiveSHINE:[B|B], MA:[C|A];26;1015;C;26;1015;C;20,68;385;A;20,68;385;A;321;6639;321;6639;27;491;B;27;491;B;13,13;338;B;13,13;338;B;241;3165;241;3165;C;C;3;;;;;;
1201;INTERNATIONAL CONFERENCE ON FUTURE COMPUTER AND COMMUNICATION;ICFCC;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;2,38;1847;D;2,38;1847;D;833;1983;833;1983;;;;;;;;;;;;;;;;;;;1;;;;;;
1202;INTERNATIONAL CONFERENCE ON FRONTIERS IN HANDWRITING RECOGNITION;ICFHR;3;B;CORE:B, MA:B;B, B;CORE:[B], MA:[B|B];54;527;B;54;527;B;12,93;637;B;12,93;637;B;769;9941;769;9941;;;;;;;;;;;;;;;;;B;B;2;;;;;;
1203;INTERNATIONAL CONFERENCE ON FUNCTIONAL PROGRAMMING;ICFP;1;A+;CORE:A++, LiveSHINE:A, MA:A+;A++, A+, A;CORE:[A++], LiveSHINE:[A|A+], MA:[A|A++];127;103;A;127;103;A;44,14;137;A++;44,14;137;A++;1355;59807;1355;59807;47;199;A;47;199;A;24,22;139;A+;24,22;139;A+;383;9277;383;9277;A++;A++;3;;;;;;
1204;INTERNATIONAL CONFERENCE ON GENETIC ALGORITHMS;ICGA;Not Rated;Not Rated (discontinued event);CORE:B, MA:A+;A+, B;CORE:[B], MA:[A|A++];118;118;A;118;118;A;130,83;11;A++;130,83;11;A++;516;67506;516;67506;;;;;;;;;;;;;;;;;B;B;2;;;;;;
1205;INTERNATIONAL CONFERENCE ON GREEN COMPUTING;ICGC;Work in Progress;Work in Progress;LiveSHINE:B, MA:C;B, C;LiveSHINE:[B|B], MA:[C|D];16;1770;C;16;1770;C;4,36;1484;D;4,36;1484;D;410;1788;410;1788;29;448;B;29;448;B;12,18;369;B;12,18;369;B;279;3397;279;3397;;;2;;;;;;
1206;INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTING;ICGEC;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|D], MA:[C|D];16;1770;C;16;1770;C;1,9;1913;D;1,9;1913;D;1025;1943;1025;1943;14;862;C;14;862;C;2,86;943;D;2,86;943;D;397;1136;397;1136;;;2;;;;;;
1207;INTERNATIONAL CONFERENCE ON GRID COMPUTING;ICGG;Work in Progress;Work in Progress;LiveSHINE:A;A;LiveSHINE:[A-|A];;;;;;;;;;;;;;;;;42;243;A-;42;243;A-;21,42;163;A;21,42;163;A;333;7134;333;7134;;;1;;;;;;
1208;INTERNATIONAL COLLOQUIUM ON GRAMMATICAL INFERENCE;ICGI;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];28;913;C;28;913;C;8,83;902;C;8,83;902;C;549;4849;549;4849;;;;;;;;;;;;;;;;;;;1;;;;;;
1209;IEEE INTERNATIONAL CONFERENCE ON GLOBAL SOFTWARE ENGINEERING;ICGSE;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B, MA:C;B, C, C;CORE:[C], LiveSHINE:[B|A-], MA:[C|B];35;724;C;35;724;C;13,6;602;B;13,6;602;B;472;6417;472;6417;34;347;B;34;347;B;16,03;266;A-;16,03;266;A-;342;5483;342;5483;C;C;3;;;;;;
1210;INTERNATIONAL CONFERENCE ON GRAPH TRANSFORMATION;ICGT;3;B;CORE:B, LiveSHINE:B, MA:B-;B, B, B-;CORE:[B], LiveSHINE:[B|B-], MA:[C|A-];29;870;C;29;870;C;16,76;491;A-;16,76;491;A-;289;4843;289;4843;25;536;B;25;536;B;11,56;391;B-;11,56;391;B-;196;2265;196;2265;B;B;3;;;;;;
1211;INTERNATIONAL CONFERENCE ON CONVERGENCE AND HYBRID INFORMATION TECHNOLOGY;ICHIT;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];24;1127;C;24;1127;C;3,68;1602;D;3,68;1602;D;1352;4973;1352;4973;;;;;;;;;;;;;;;;;C;C;2;;;;;;
1212;INTERNATIONAL CONFERENCE ON HYBRID LEARNING AND EDUCATION;ICHL;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;13;887;C;13;887;C;3,3;917;D;3,3;917;D;296;976;296;976;;;1;;;;;;
1213;INTERNATIONAL CONFERENCE ON HARMONICS AND QUALITY OF POWER;ICHQP;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];32;776;C;32;776;C;6,34;1177;D;6,34;1177;D;1507;9552;1507;9552;;;;;;;;;;;;;;;;;;;1;;;;;;
1214;INTERNATIONAL CONFERENCE ON HYBRID SYSTEMS: COMPUTATION AND CONTROL;ICHS;Work in Progress;Work in Progress;MA:A-;A-;MA:[B|A];63;401;B;63;401;B;22,89;347;A;22,89;347;A;575;13162;575;13162;;;;;;;;;;;;;;;;;;;1;;;;;;
1215;IEEE INTERNATIONAL CONFERENCE ON INFORMATION AND AUTOMATION;ICIA;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];27;959;C;27;959;C;2,1;1888;D;2,1;1888;D;4784;10033;4784;10033;;;;;;;;;;;;;;;;;C;C;2;;;;;;
1216;INTERNATIONAL CONFERENCE ON IMAGE ANALYSIS AND PROCESSING;ICIAP;3;B;CORE:B, LiveSHINE:B, MA:B;B, B, B;CORE:[B], LiveSHINE:[B|D], MA:[B|C];55;506;B;55;506;B;7,4;1040;C;7,4;1040;C;1920;14203;1920;14203;29;448;B;29;448;B;6,5;674;D;6,5;674;D;803;5223;803;5223;B;B;3;;;;;;
1217;INTERNATIONAL CONFERENCE ON IMAGE ANALYSIS AND RECOGNITION;ICIAR;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];28;913;C;28;913;C;4,63;1434;D;4,63;1434;D;1563;7234;1563;7234;;;;;;;;;;;;;;;;;C;C;2;;;;;;
1218;INTERNATIONAL CONFERENCE ON INTELLIGENT AND ADVANCED SYSTEMS;ICIAS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];19;1487;C;19;1487;C;3,25;1700;D;3,25;1700;D;842;2738;842;2738;;;;;;;;;;;;;;;;;;;1;;;;;;
1219;INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING;ICIC;Work in Progress;Work in Progress;MA:B-;B-;MA:[B-|D];44;613;B-;44;613;B-;2,21;1874;D;2,21;1874;D;9053;20004;9053;20004;;;;;;;;;;;;;;;;;;;1;;;;;;
1220;INTERNATIONAL CONFERENCE ON INFORMATION COMPUTING AND APPLICATIONS;ICICA;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;8;983;C;8;983;C;0,82;1021;D;0,82;1021;D;688;561;688;561;;;1;;;;;;
1221;INTERNATIONAL CONFERENCE ON IC DESIGN AND TECHNOLOGY;ICICDT;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];21;1323;C;21;1323;C;3,9;1563;D;3,9;1563;D;756;2945;756;2945;;;;;;;;;;;;;;;;;;;1;;;;;;
1222;INTERNATIONAL CONFERENCE ON INNOVATIVE COMPUTING, INFORMATION AND CONTROL;ICICIC;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];25;1069;C;25;1069;C;3,07;1731;D;3,07;1731;D;2141;6569;2141;6569;;;;;;;;;;;;;;;;;;;1;;;;;;
1223;INTERNATIONAL CONFERENCE ON INTELLIGENT CONTROL AND INFORMATION PROCESSING;ICICIP;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;1,48;1961;D;1,48;1961;D;1176;1743;1176;1743;;;;;;;;;;;;;;;;;;;1;;;;;;
1224;INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION SECURITY;ICICS;3;B;CORE:B, LiveSHINE:B, MA:B;B, B, B;CORE:[B], LiveSHINE:[B|B-], MA:[B|C];63;401;B;63;401;B;8,36;946;C;8,36;946;C;2093;17502;2093;17502;29;448;B;29;448;B;10,31;439;B-;10,31;439;B-;390;4020;390;4020;B;B;3;;;;;;
1225;INTERNATIONAL CONFERENCE ON INTERNET COMPUTING IN SCIENCE AND ENGINEERING;ICICSE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1226;INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGIES;ICICT;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];28;913;C;17, 28;913, 1669;C, C;2,87;1771;D;1,2, 2,87;1771, 1984;D, D;3042;8721;2640, 3042;3176, 8721;;;;;;;;;;;;;;;;;C;C;3;;;;;;
1227;INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTATION TECHNOLOGY AND AUTOMATION;ICICTA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];18;1569;C;18;1569;C;1,43;1972;D;1,43;1972;D;3612;5150;3612;5150;;;;;;;;;;;;;;;;;;;1;;;;;;
1228;INTERNATIONAL CONFERENCE ON INFORMATION COMMUNICATION TECHNOLOGIES IN EDUCATION;ICICTE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1229;INTERNATIONAL CONFERENCE ON INTERACTIVE DIGITAL STORYTELLING;ICIDS;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B-, MA:C;B-, C, C;CORE:[C], LiveSHINE:[B-|D], MA:[C|D];19;1487;C;19;1487;C;3,89;1564;D;3,89;1564;D;441;1715;441;1715;22;636;B-;22;636;B-;6,23;702;D;6,23;702;D;329;2051;329;2051;C;C;3;;;;;;
1230;CONFERENCE ON INDUSTRIAL ELECTRONICS AND APPLICATIONS;ICIEA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];34;746;C;34;746;C;2,72;1792;D;2,72;1792;D;5823;15847;5823;15847;;;;;;;;;;;;;;;;;;;1;;;;;;
1231;INTERNATIONAL CONFERENCE ON INFORMATION AND EMERGING TECHNOLOGIES;ICIET;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1232;INTERNATIONAL CONFERENCE ON INFORMATICS, ELECTRONICS AND VISION;ICIEV;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;1,84;1921;D;1,84;1921;D;1043;1922;1043;1922;;;;;;;;;;;;;;;;;;;1;;;;;;
1233;INTERNATIONAL CONFERENCE ON IMAGE AND GRAPHICS;ICIG;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B, MA:C;B, C, C;CORE:[C], LiveSHINE:[B|D], MA:[C|D];30;836;C;30;836;C;4,32;1490;D;4,32;1490;D;1381;5965;1381;5965;25;536;B;25;536;B;5,33;770;D;5,33;770;D;733;3906;733;3906;C;C;3;;;;;;
1234;INTERNATIONAL CONFERENCE ON INTELLIGENT INFORMATION PROCESSING;ICIIP;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];21;1323;C;21;1323;C;2,36;1852;D;2,36;1852;D;1359;3212;1359;3212;;;;;;;;;;;;;;;;;;;1;;;;;;
1235;INTERNATIONAL CONFERENCE ON INDUSTRIAL AND INFORMATION SYSTEMS;ICIIS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];21;1323;C;21;1323;C;2,61;1808;D;2,61;1808;D;1905;4975;1905;4975;;;;;;;;;;;;;;;;;;;1;;;;;;
1236;INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS;ICIL;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1237;INTERNATIONAL CONFERENCE ON INDUSTRIAL MECHATRONICS AND AUTOMATION;ICIMA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;2,25;1868;D;2,25;1868;D;658;1478;658;1478;;;;;;;;;;;;;;;;;;;1;;;;;;
1238;IEEE INTERNATIONAL CONFERENCE ON INFORMATION MANAGEMENT AND ENGINEERING;ICIME;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];17;1669;C;17;1669;C;1,5;1959;D;1,5;1959;D;1449;2173;1449;2173;;;;;;;;;;;;;;;;;;;1;;;;;;
1239;INTERNATIONAL CONFERENCE ON INTERNET MONITORING AND PROTOCOL;ICIMP;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1240;CONFERENCE ON INNOVATION IN CLOUDS, INTERNET AND NETWORKS;ICIN;Work in Progress;Work in Progress;CORE:NC;NC;CORE:[NC];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NC;NC;1;;;;;;
1241;INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS;ICINCO;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];20;1408;C;20;1408;C;1,62;1945;D;1,62;1945;D;2658;4314;2658;4314;;;;;;;;;;;;;;;;;;;1;;;;;;
1242;IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING;ICIP;2;A-;CORE:B, LiveSHINE:A, MA:A+;A+, A, B;CORE:[B], LiveSHINE:[A+|C], MA:[A++|B];187;44;A++;187;44;A++;13,11;630;B;13,11;630;B;22091;289644;22091;289644;85;57;A+;85;57;A+;9,29;497;C;9,29;497;C;8171;75921;8171;75921;B;B;3;;;;;;
1243;INTERNATIONAL CONFERENCE ON INFORMATION QUALITY;ICIQ;Work in Progress;Work in Progress;CORE:NC;NC;CORE:[NC];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NC;NC;1;;;;;;
1244;INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTICS AND APPLICATIONS;ICIRA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;1,58;1950;D;1,58;1950;D;1635;2589;1635;2589;;;;;;;;;;;;;;;;;;;1;;;;;;
1245;INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS;ICIS;2;A;CORE:A++, LiveSHINE:A-, MA:A-;A++, A-, A-;CORE:[A++], LiveSHINE:[A|D], MA:[A|C];122;112;A;122;112;A;7,28;1057;C;7,28;1057;C;12038;87683;12038;87683;48;190;A;48;190;A;6,29;694;D;6,29;694;D;2655;16690;2655;16690;A++;A++;3;;;;;;
1246;INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND APPLICATIONS;ICISA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;2,25;1866;D;2,25;1866;D;738;1662;738;1662;;;;;;;;;;;;;;;;;;;1;;;;;;
1247;INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOLOGY;ICISC;3;B;CORE:B, MA:B;B, B;CORE:[B], MA:[B|B-];58;464;B;58;464;B;11,13;735;B-;11,13;735;B-;1047;11652;1047;11652;;;;;;;;;;;;;;;;;B;B;2;;;;;;
1248;INTERNATIONAL CONFERENCE ON INFORMATICS AND SEMIOTICS IN ORGANISATIONS;ICISO;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;5;1011;C;5;1011;C;1,1;1013;D;1,1;1013;D;115;126;115;126;;;1;;;;;;
1249;INTERNATIONAL CONFERENCE ON IMAGE AND SIGNAL PROCESSING;ICISP;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];16;1770;C;16;1770;C;5,78;1250;D;5,78;1250;D;381;2201;381;2201;;;;;;;;;;;;;;;;;C;C;2;;;;;;
1250;INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS SECURITY;ICISS;3;B-;CORE:B, LiveSHINE:B, MA:C;B, B, C;CORE:[B], LiveSHINE:[B|B-], MA:[C|D];24;1127;C;24;1127;C;4,76;1413;D;4,76;1413;D;879;4183;879;4183;24;572;B;24;572;B;10,01;459;B-;10,01;459;B-;276;2763;276;2763;B;B;3;;;;;;
1251;IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL TECHNOLOGY;ICIT;Work in Progress;Work in Progress;LiveSHINE:C, MA:B;B, C;LiveSHINE:[C|D], MA:[B|D];60;435;B;60;435;B;3,12;1725;D;3,12;1725;D;8939;27903;8939;27903;19;725;C;19;725;C;5,78;742;D;5,78;742;D;258;1491;258;1491;;;2;;;;;;
1252;INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS;ICITA;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];21;1323;C;21;1323;C;4,49;1461;D;4,49;1461;D;577;2592;577;2592;;;;;;;;;;;;;;;;;C;C;2;;;;;;
1253;IEEE INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS IN BIOMEDICINE;ICITAB;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];24;1127;C;24;1127;C;5,6;1275;D;5,6;1275;D;782;4383;782;4383;;;;;;;;;;;;;;;;;;;1;;;;;;
1254;INTERNATIONAL CONFERENCE ON INFORMATION THEORETIC SECURITY;ICITS;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];15;1883;C;15;1883;C;2,98;1748;D;2,98;1748;D;288;859;288;859;;;;;;;;;;;;;;;;;C;C;2;;;;;;
1255;INTERNATIONAL CONFERENCE FOR INTERNET TECHNOLOGY AND SECURED TRANSACTIONS;ICITST;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];20;1408;C;20;1408;C;3,64;1612;D;3,64;1612;D;861;3138;861;3138;;;;;;;;;;;;;;;;;;;1;;;;;;
1256;INTERNATIONAL CONFERENCE ON INTERNET AND WEB APPLICATIONS AND SERVICES;ICIW;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|C];24;1127;C;24;1127;C;7,97;981;C;7,97;981;C;499;3979;499;3979;;;;;;;;;;;;;;;;;C;C;2;;;;;;
1257;INTERNATIONAL CONFERENCE ON LEARNING REPRESENTATIONS;ICLR;Work in Progress;Work in Progress;MA:A;A;MA:[A-|A++];87;220;A-;87;220;A-;65,81;59;A++;65,81;59;A++;814;53566;814;53566;;;;;;;;;;;;;;;;;;;1;;;;;;
1258;INTERNATIONAL CONFERENCE OF LEARNING SCIENCES;ICLS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];27;959;C;27;959;C;5,48;1308;D;5,48;1308;D;1280;7010;1280;7010;;;;;;;;;;;;;;;;;;;1;;;;;;
1259;INTERNATIONAL CONGRESS OF MATHEMATICIANS;ICM;Not Rated;Not Rated (discontinued event);CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
1260;INTERNATIONAL CONFERENCE ON MECHATRONICS AND AUTOMATION;ICMA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];40;658;C;40;658;C;2,87;1770;D;2,87;1770;D;6278;18033;6278;18033;;;;;;;;;;;;;;;;;;;1;;;;;;
1261;INTERNATIONAL CONFERENCE ON MOBILE BUSINESS;ICMB;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|B-];31;809;C;31;809;C;10,4;788;B-;10,4;788;B-;572;5950;572;5950;;;;;;;;;;;;;;;;;C;C;2;;;;;;
1262;INTERNATIONAL COMPUTER MUSIC CONFERENCE;ICMC;3;B;LiveSHINE:B, MA:B;B, B;LiveSHINE:[B|D], MA:[B|D];75;291;B;75;291;B;5,6;1276;D;5,6;1276;D;5298;29658;5298;29658;28;474;B;28;474;B;6,16;708;D;6,16;708;D;707;4354;707;4354;;;2;;;;;;
1263;IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA AND EXPO;ICME;2;A-;CORE:A, LiveSHINE:A-, MA:A-;A, A-, A-;CORE:[A], LiveSHINE:[A|C], MA:[A|C];105;153;A;77, 105;153, 277;B, A;9,66;600;B;13,65, 9,66;600, 847;C, B;7946;76719;1729, 7946;23604, 76719;62;113;A;62;113;A;9,73;470;C;9,73;470;C;3887;37817;3887;37817;A;B, A;5;;;;;;
1264;INTERNATIONAL CONFERENCE ON MEMS, NANO, AND SMART SYSTEMS;ICMENS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;3,06;1732;D;3,06;1732;D;452;1384;452;1384;;;;;;;;;;;;;;;;;;;1;;;;;;
1265;INTERNATIONAL CONFERENCE ON MULTIMODAL INTERFACES;ICMI;2;A-;CORE:B, LiveSHINE:A, MA:A-;A, A-, B;CORE:[B], LiveSHINE:[A|B], MA:[A-|A-];82;246;A-;82;246;A-;17,91;463;A-;17,91;463;A-;1376;24647;1376;24647;49;179;A;49;179;A;15,24;285;B;15,24;285;B;808;12311;808;12311;B;B;3;;;;;;
1266;INTERNATIONAL CONFERENCE ON MANAGEMENT OF INNOVATION AND TECHNOLOGY;ICMIT;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];18;1569;C;18;1569;C;2,46;1828;D;2,46;1828;D;1190;2929;1190;2929;;;;;;;;;;;;;;;;;;;1;;;;;;
1267;INTERNATIONAL CONFERENCE ON MACHINE LEARNING;ICML;1;A++;CORE:A++, LiveSHINE:A++, MA:A++;A++, A++, A++;CORE:[A++], LiveSHINE:[A++|A++], MA:[A++|A++];298;11;A++;298;11;A++;75,1;45;A++;75,1;45;A++;5613;421557;5613;421557;159;6;A++;159;6;A++;63,08;23;A++;63,08;23;A++;1655;104405;1655;104405;A++;A++;3;;;;;;
1268;INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS;ICMLA;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B, MA:C;B, C, C;CORE:[C], LiveSHINE:[B|D], MA:[C|D];30;836;C;30;836;C;4,09;1523;D;4,09;1523;D;2090;8558;2090;8558;28;474;B;28;474;B;5,19;782;D;5,19;782;D;979;5079;979;5079;C;C;3;;;;;;
1269;INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND CYBERNETICS;ICMLC;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C, MA:B;B, C, C;CORE:[C], LiveSHINE:[C|D], MA:[B|D];64;389;B;64;389;B;3,62;1617;D;3,62;1617;D;8467;30681;8467;30681;19;725;C;19;725;C;2,25;974;D;2,25;974;D;2062;4631;2062;4631;C;C;3;;;;;;
1270;INTERNATIONAL CONFERENCE ON MICROWAVE AND MILLIMETER WAVE TECHNOLOGY;ICMMT;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];19;1487;C;19;1487;C;1,63;1944;D;1,63;1944;D;3250;5289;3250;5289;;;;;;;;;;;;;;;;;;;1;;;;;;
